Sex,Age,Year,Month,Day,Street_Number,Birthday,Surname,City,Street,State_Voted,State,Name
Female,56,1964,8,2,15,1964-8-2,Peters,Phoenix,Pine,Arizona,Arizona,Amber
Male,81,1939,9,19,13,1939-9-19,Guerra,Jackson,Ninth,Mississippi,Mississippi,Douglas
Male,29,1991,5,2,87,1991-5-2,Robbins,Norfolk,View,Virginia,Virginia,Nathan
Male,48,1972,4,6,27,1972-4-6,Pate,Tulsa,Washington,Oklahoma,Oklahoma,Alexander
Female,45,1975,2,11,47,1975-2-11,Cotton,Chesapeake,Cedar,Virginia,Virginia,Lisa
Female,31,1989,2,20,11,1989-2-20,Haney,Hialeah,Elm,Florida,Florida,Ruth
Male,84,1936,8,25,91,1936-8-25,Boyd,Oceanside,Seventh,California,California,Joe
Female,65,1955,11,5,32,1955-11-5,Riggs,Overland Park,Elm,Kansas,Kansas,Gloria
Male,33,1987,3,27,39,1987-3-27,Olsen,Tempe,Park,Arizona,Arizona,Bradley
Male,84,1936,11,14,96,1936-11-14,Mccormick,Louisville,First,Kentucky,Kentucky,Harold
Male,18,2002,6,29,54,2002-6-29,Myers,Albuquerque,Ninth,New Mexico,New Mexico,Thomas
Male,87,1933,9,20,72,1933-9-20,Holmes,Baltimore,Elm,Maryland,Maryland,Kenneth
Female,45,1975,4,9,91,1975-4-9,Barnett,Springfield,Second,Missouri,Missouri,Betty
Male,50,1970,6,11,16,1970-6-11,Riley,Raleigh,Maple,North Carolina,North Carolina,Scott
Female,68,1952,9,20,20,1952-9-20,Suarez,Macon County,Cedar,Georgia,Georgia,Amanda
Female,47,1973,8,6,29,1973-8-6,Townsend,Miramar,Ninth,Florida,Florida,Teresa
Male,90,1930,6,22,73,1930-6-22,Parks,Pittsburgh,View,Pennsylvania,Pennsylvania,Willie
Male,47,1973,9,17,100,1973-9-17,Mcfadden,Rancho Cucamonga,Elm,California,California,Ralph
Female,32,1988,3,19,58,1988-3-19,Donovan,Hayward,Main,California,California,Amanda
Female,43,1977,7,6,21,1977-7-6,Holden,North Las Vegas,Hill,Nevada,Nevada,Kimberly
Female,36,1984,9,17,97,1984-9-17,Goodwin,Riverside,Sixth,California,California,Deborah
Female,82,1938,8,2,23,1938-8-2,Austin,Grand Rapids,Second,Michigan,Michigan,Alice
Male,40,1980,2,24,84,1980-2-24,Powell,Enterprise,Third,Nevada,Nevada,Steven
Female,83,1937,3,11,73,1937-3-11,Snow,Chula Vista,Lake,California,California,Angela
Male,76,1944,8,29,14,1944-8-29,Pennington,North Las Vegas,Fifth,Alabama,Nevada,David
Male,31,1989,12,27,8,1989-12-27,Welch,Sacramento,First,California,California,Frank
Male,62,1958,3,29,37,1958-3-29,Rowe,Overland Park,Seventh,Kansas,Kansas,Daniel
Female,79,1941,8,24,41,1941-8-24,Hunt,Midland,Washington,Texas,Texas,Catherine
Male,58,1962,5,18,47,1962-5-18,Gonzalez,San Francisco,View,California,California,Jordan
Female,89,1931,1,3,2,1931-1-3,Holland,Rancho Cucamonga,Second,California,California,Emma
Male,79,1941,1,8,81,1941-1-8,Kirkland,Chula Vista,Second,California,California,Nicholas
Female,47,1973,9,9,6,1973-9-9,Estes,Vancouver,First,Georgia,Washington,Nancy
Female,57,1963,5,14,52,1963-5-14,Morris,Jersey City,Eighth,New Jersey,New Jersey,Judy
Female,27,1993,3,1,69,1993-3-1,Goff,Montgomery,Ninth,Alabama,Alabama,Theresa
Female,70,1950,4,10,46,1950-4-10,Padilla,Miami,Maple,Florida,Florida,Elizabeth
Female,84,1936,7,18,14,1936-7-18,Gomez,Hollywood,Washington,Florida,Florida,Doris
Female,86,1934,1,5,20,1934-1-5,Fields,Jersey City,Oak,New Jersey,New Jersey,Brittany
Male,23,1997,11,24,33,1997-11-24,Barr,San Diego,Fourth,California,California,Robert
Female,27,1993,6,20,98,1993-6-20,Nixon,Miami,Eighth,Utah,Florida,Katherine
Female,37,1983,10,3,54,1983-10-3,Mccarthy,Henderson,Pine,Nevada,Nevada,Shirley
Male,54,1966,8,2,1,1966-8-2,Pickett,Worcester,Main,Massachusetts,Massachusetts,William
Female,57,1963,3,23,81,1963-3-23,Duke,Newark,Maple,New Jersey,New Jersey,Kathleen
Male,88,1932,12,25,75,1932-12-25,Macias,Washington,Washington,District of Columbia,District of Columbia,Jason
Male,86,1934,9,1,81,1934-9-1,Dodson,Yonkers,Eighth,New York,New York,Stephen
Female,23,1997,3,28,67,1997-3-28,Wall,Los Angeles,Fourth,California,California,Janice
Female,22,1998,5,27,66,1998-5-27,Perez,San Diego,Elm,California,California,Kimberly
Male,62,1958,1,4,96,1958-1-4,Terry,Columbus,Third,Ohio,Ohio,Douglas
Female,84,1936,9,16,26,1936-9-16,Nicholson,Fontana,Lake,Florida,California,Sarah
Female,56,1964,4,25,80,1964-4-25,Sparks,Elk Grove,Lake,California,California,Melissa
Female,83,1937,11,23,91,1937-11-23,Griffith,Long Beach,First,California,California,Alice
Male,42,1978,3,21,6,1978-3-21,Buckner,Tacoma,Seventh,Washington,Washington,Alexander
Female,58,1962,3,6,8,1962-3-6,Caldwell,Garland,Fifth,Texas,Texas,Denise
Female,61,1959,4,3,98,1959-4-3,Mcmillan,Surprise,Elm,Maine,Arizona,Joyce
Male,74,1946,10,13,33,1946-10-13,Baird,Columbus,Main,Pennsylvania,Ohio,Paul
Male,63,1957,11,12,35,1957-11-12,Coffey,North Las Vegas,Hill,Nevada,Nevada,Gabriel
Female,41,1979,3,26,46,1979-3-26,Young,Denton,Main,Texas,Texas,Rachel
Male,44,1976,2,9,71,1976-2-9,Summers,Oxnard,Third,California,California,Timothy
Female,18,2002,6,21,58,2002-6-21,Pace,Hollywood,Pine,Florida,Florida,Denise
Female,53,1967,11,24,41,1967-11-24,Chandler,Orlando,Ninth,Florida,Florida,Judy
Male,46,1974,12,7,59,1974-12-7,Jacobs,Providence,Seventh,Rhode Island,Rhode Island,David
Male,27,1993,2,21,91,1993-2-21,Snider,Orlando,View,Florida,Florida,Larry
Male,76,1944,3,1,79,1944-3-1,Pennington,Killeen,Fourth,Texas,Texas,Matthew
Male,80,1940,8,20,54,1940-8-20,Bowen,Cincinnati,Cedar,Ohio,Ohio,Joseph
Female,24,1996,11,13,15,1996-11-13,York,Boise,Pine,Idaho,Idaho,Catherine
Female,47,1973,11,29,84,1973-11-29,Conley,Palmdale,Cedar,California,California,Katherine
Female,26,1994,11,6,33,1994-11-6,Hancock,New Orleans,First,Nevada,Louisiana,Megan
Female,58,1962,10,27,45,1962-10-27,Osborne,Waco,Maple,Texas,Texas,Victoria
Female,67,1953,1,3,56,1953-1-3,Baker,Birmingham,First,Alabama,Alabama,Judith
Male,24,1996,4,30,32,1996-4-30,Christian,Aurora,Hill,Colorado,Colorado,Raymond
Female,75,1945,6,25,27,1945-6-25,Grimes,Kansas City,Oak,Missouri,Missouri,Madison
Male,66,1954,6,13,14,1954-6-13,Howell,Oceanside,Washington,California,California,Jeremy
Male,46,1974,9,11,59,1974-9-11,Fulton,El Paso,Lake,Texas,Texas,Raymond
Male,26,1994,11,6,7,1994-11-6,Stevenson,Indianapolis,View,Indiana,Indiana,Noah
Female,46,1974,6,27,6,1974-6-27,Kennedy,Fresno,Second,California,California,Rose
Male,40,1980,7,3,10,1980-7-3,Vaughn,Fremont,Oak,California,California,John
Female,33,1987,7,10,2,1987-7-10,Wynn,San Diego,View,California,California,Beverly
Male,74,1946,2,12,2,1946-2-12,Estes,Fort Worth,Fourth,Texas,Texas,Eugene
Female,50,1970,8,22,97,1970-8-22,Salazar,Aurora,Park,Colorado,Colorado,Alexis
Female,36,1984,5,2,76,1984-5-2,Harrington,Seattle,Park,Washington,Washington,Maria
Female,25,1995,7,31,28,1995-7-31,Tucker,Escondido,Cedar,California,California,Rachel
Female,70,1950,12,13,84,1950-12-13,Landry,Worcester,Seventh,Massachusetts,Massachusetts,Pamela
Male,74,1946,11,24,46,1946-11-24,Gordon,Chandler,Lake,Virginia,Arizona,Billy
Male,81,1939,7,1,21,1939-7-1,Frazier,Roseville,Fourth,California,California,Christian
Female,27,1993,6,18,44,1993-6-18,Greer,Springfield,Park,Missouri,Missouri,Maria
Female,81,1939,10,15,14,1939-10-15,Valentine,Las Vegas,Eighth,Nevada,Nevada,Sarah
Female,27,1993,2,23,60,1993-2-23,Richards,Boise,Pine,Idaho,Idaho,Judy
Male,79,1941,10,9,60,1941-10-9,Joyce,Grand Rapids,Eighth,Michigan,Michigan,Christian
Male,44,1976,10,20,2,1976-10-20,Schultz,Los Angeles,Oak,California,California,Dylan
Male,72,1948,6,5,85,1948-6-5,Merrill,Oklahoma City,Park,Oklahoma,Oklahoma,Jacob
Male,70,1950,12,23,25,1950-12-23,Fields,Toledo,Park,Ohio,Ohio,Willie
Female,30,1990,2,22,22,1990-2-22,Burns,Brownsville,Sixth,Texas,Texas,Sarah
Female,58,1962,7,5,50,1962-7-5,Blevins,Worcester,View,Massachusetts,Massachusetts,Amber
Male,29,1991,10,14,83,1991-10-14,Whitfield,Shreveport,Third,Louisiana,Louisiana,Benjamin
Female,63,1957,10,10,36,1957-10-10,Kerr,Newport News,Washington,Virginia,Virginia,Theresa
Female,85,1935,12,21,3,1935-12-21,Gates,Tallahassee,Seventh,Florida,Florida,Sharon
Male,85,1935,12,25,75,1935-12-25,Vazquez,Laredo,View,Texas,Texas,Gregory
Male,44,1976,3,2,19,1976-3-2,Davidson,Tempe,Seventh,Arizona,Arizona,Thomas
Male,38,1982,11,9,6,1982-11-9,Carpenter,Amarillo,First,Texas,Texas,Dennis
Male,27,1993,3,3,82,1993-3-3,Massey,Madison,Fourth,Wisconsin,Wisconsin,Thomas
Male,71,1949,3,28,28,1949-3-28,Pittman,Glendale,Main,Arizona,Arizona,Justin
Female,69,1951,5,15,51,1951-5-15,Compton,Fremont,Fifth,California,California,Margaret
Female,25,1995,3,23,89,1995-3-23,Boyer,El Paso,Main,Texas,Texas,Kayla
Female,18,2002,4,12,7,2002-4-12,Alford,Irvine,Elm,California,California,Michelle
Male,38,1982,5,11,59,1982-5-11,Hogan,Sacramento,Fifth,California,California,Henry
Female,76,1944,2,25,52,1944-2-25,Medina,Lancaster,Hill,California,California,Debra
Female,73,1947,3,20,44,1947-3-20,Schroeder,Eugene,Park,Oregon,Oregon,Evelyn
Female,25,1995,7,1,38,1995-7-1,Palmer,Aurora,Washington,Colorado,Colorado,Lauren
Female,47,1973,4,22,91,1973-4-22,Brock,Miami,Eighth,Florida,Florida,Nancy
Female,88,1932,3,21,2,1932-3-21,Mcintyre,Spring Valley,Third,Nevada,Nevada,Alice
Male,55,1965,6,4,16,1965-6-4,Mcclure,Salt Lake City,Park,Utah,Utah,Charles
Female,22,1998,11,3,24,1998-11-3,Stout,Wichita,Hill,Kansas,Kansas,Katherine
Female,55,1965,4,6,82,1965-4-6,Hobbs,Elk Grove,Sixth,California,California,Amanda
Female,43,1977,10,13,64,1977-10-13,Turner,Laredo,Main,Texas,Texas,Judith
Male,64,1956,8,14,14,1956-8-14,Best,Springfield,Eighth,Missouri,Missouri,Charles
Female,61,1959,7,18,23,1959-7-18,Salazar,Santa Clarita,Washington,California,California,Jean
Male,76,1944,5,21,67,1944-5-21,Lawson,San Bernardino,Third,California,California,Adam
Male,33,1987,11,23,64,1987-11-23,Kennedy,Spring Valley,Elm,Nevada,Nevada,Roger
Female,45,1975,1,18,85,1975-1-18,Curtis,Torrance,Fifth,California,California,Janice
Female,36,1984,1,9,44,1984-1-9,Massey,Anaheim,Cedar,California,California,Andrea
Female,69,1951,3,19,75,1951-3-19,Ford,Little Rock,Sixth,Arkansas,Arkansas,Michelle
Male,23,1997,5,17,8,1997-5-17,Leach,Cape Coral,Fourth,Florida,Florida,Robert
Female,57,1963,5,22,74,1963-5-22,Witt,Irvine,Maple,California,California,Marie
Male,75,1945,4,1,49,1945-4-1,Jimenez,San Juan,Main,Puerto Rico,Puerto Rico,Bruce
Male,86,1934,3,23,5,1934-3-23,Fitzpatrick,Arlington,Fourth,Texas,Texas,Thomas
Female,90,1930,11,13,42,1930-11-13,Lee,Springfield,View,Missouri,Missouri,Andrea
Male,21,1999,7,16,28,1999-7-16,York,Clarksville,Park,Tennessee,Tennessee,Jack
Male,77,1943,1,24,19,1943-1-24,Winters,Anaheim,Second,California,California,Brian
Male,42,1978,1,10,68,1978-1-10,Mcguire,Modesto,Elm,California,California,Edward
Male,88,1932,9,11,28,1932-9-11,Frazier,Kansas City,Hill,Missouri,Missouri,Roger
Male,69,1951,6,27,68,1951-6-27,Jones,McAllen,First,Texas,Texas,Gerald
Male,43,1977,4,10,96,1977-4-10,Lawrence,Garden Grove,Elm,Nebraska,California,Henry
Female,44,1976,4,11,64,1976-4-11,Taylor,Bridgeport,Park,Connecticut,Connecticut,Deborah
Female,89,1931,2,9,12,1931-2-9,Sherman,Hollywood,Second,Florida,Florida,Deborah
Female,23,1997,8,28,78,1997-8-28,Meyer,Rochester,Seventh,New York,New York,Martha
Female,84,1936,3,3,47,1936-3-3,Bird,Detroit,Main,Michigan,Michigan,Susan
Female,67,1953,10,31,45,1953-10-31,Callahan,Chattanooga,Maple,Tennessee,Tennessee,Teresa
Male,63,1957,3,7,98,1957-3-7,Huff,Laredo,Eighth,Texas,Texas,Daniel
Male,44,1976,6,8,84,1976-6-8,Moran,Paterson,Sixth,New Jersey,New Jersey,Eric
Male,47,1973,10,17,55,1973-10-17,Barron,Glendale,Lake,Arizona,Arizona,Patrick
Male,60,1960,3,29,73,1960-3-29,Irwin,Oxnard,View,California,California,Brian
Male,52,1968,11,7,35,1968-11-7,Gould,Escondido,Fourth,California,California,Juan
Male,49,1971,6,22,62,1971-6-22,Burton,Modesto,Fifth,California,California,Charles
Male,85,1935,7,18,88,1935-7-18,George,Paradise,View,Nevada,Nevada,Arthur
Female,54,1966,2,25,51,1966-2-25,Howard,Madison,Seventh,Wisconsin,Wisconsin,Pamela
Female,82,1938,5,8,21,1938-5-8,Alvarado,Plano,Seventh,Texas,Texas,Susan
Male,38,1982,1,8,10,1982-1-8,Ryan,Huntsville,View,Alabama,Alabama,Patrick
Female,67,1953,9,5,69,1953-9-5,Wiggins,Phoenix,Pine,Arizona,Arizona,Ashley
Male,65,1955,10,10,53,1955-10-10,Bradshaw,Portland,Third,Oregon,Oregon,Dylan
Female,45,1975,1,15,25,1975-1-15,Cannon,Austin,Washington,Texas,Texas,Evelyn
Female,33,1987,5,2,59,1987-5-2,French,Rockford,Fifth,Illinois,Illinois,Samantha
Female,60,1960,2,6,97,1960-2-6,Kirby,Boise,Third,Idaho,Idaho,Helen
Female,37,1983,7,7,12,1983-7-7,Morris,Savannah,Fourth,Georgia,Georgia,Michelle
Male,20,2000,9,12,81,2000-9-12,Stuart,San Diego,Sixth,California,California,Henry
Female,25,1995,9,13,1,1995-9-13,Reid,Norfolk,Pine,Virginia,Virginia,Denise
Male,58,1962,2,5,32,1962-2-5,Hewitt,Seattle,Seventh,Washington,Washington,Jason
Female,36,1984,12,21,95,1984-12-21,Combs,Charlotte,Fifth,North Carolina,North Carolina,Rose
Female,24,1996,4,21,20,1996-4-21,Rose,Columbus,Washington,Ohio,Ohio,Teresa
Male,34,1986,2,18,20,1986-2-18,Perkins,Palmdale,Fourth,California,California,Kevin
Male,85,1935,11,4,28,1935-11-4,Johnston,San Antonio,Seventh,Texas,Texas,Eugene
Male,64,1956,6,19,56,1956-6-19,Gonzalez,Winston-Salem,Maple,North Carolina,North Carolina,Louis
Male,28,1992,6,28,35,1992-6-28,Gould,Boston,Main,Massachusetts,Massachusetts,Jason
Female,89,1931,2,10,6,1931-2-10,Duffy,Newport News,Oak,Virginia,Virginia,Marilyn
Female,82,1938,3,14,31,1938-3-14,Snider,Palmdale,Second,California,California,Jean
Female,90,1930,6,15,94,1930-6-15,Kim,Greensboro,Oak,North Carolina,North Carolina,Gloria
Male,76,1944,10,1,61,1944-10-1,Hewitt,Vancouver,Park,Washington,Washington,Nicholas
Female,76,1944,6,10,93,1944-6-10,Saunders,Surprise,Cedar,Arizona,Arizona,Kathleen
Female,74,1946,7,18,76,1946-7-18,Ray,St. Paul,Eighth,Minnesota,Minnesota,Judy
Female,83,1937,6,11,29,1937-6-11,Woodward,Amarillo,Lake,Texas,Texas,Jessica
Female,85,1935,12,17,9,1935-12-17,Estrada,Amarillo,Fourth,Texas,Texas,Ashley
Female,57,1963,6,7,83,1963-6-7,Harris,Knoxville,Fourth,Tennessee,Tennessee,Janice
Male,25,1995,2,4,42,1995-2-4,Mccarthy,New Orleans,Second,Louisiana,Louisiana,Jordan
Female,40,1980,5,7,14,1980-5-7,Ballard,Plano,Cedar,Texas,Texas,Betty
Female,45,1975,4,26,25,1975-4-26,Navarro,Toledo,Main,Ohio,Ohio,Cheryl
Female,45,1975,2,14,91,1975-2-14,Harmon,Reno,Elm,Georgia,Nevada,Rebecca
Female,23,1997,2,13,87,1997-2-13,Long,St. Petersburg,Washington,Florida,Florida,Margaret
Male,65,1955,11,16,40,1955-11-16,Malone,Amarillo,Cedar,Texas,Texas,Steven
Male,79,1941,11,30,72,1941-11-30,Kane,Nashville,Lake,Tennessee,Tennessee,Jesse
Male,52,1968,2,22,29,1968-2-22,Ferrell,Chesapeake,Washington,Virginia,Virginia,Nathan
Female,55,1965,6,29,1,1965-6-29,Miller,Murfreesboro,Lake,South Dakota,Tennessee,Martha
Female,86,1934,3,18,62,1934-3-18,Schneider,Overland Park,Pine,Nebraska,Kansas,Emma
Male,58,1962,7,13,87,1962-7-13,Perry,Stockton,Park,California,California,Daniel
Male,35,1985,9,16,100,1985-9-16,Church,Huntington Beach,Main,California,California,James
Female,39,1981,9,19,48,1981-9-19,Bauer,Washington,Sixth,District of Columbia,District of Columbia,Heather
Male,55,1965,3,14,75,1965-3-14,Key,Glendale,Oak,Arizona,Arizona,Bobby
Female,29,1991,9,2,72,1991-9-2,Carrillo,Henderson,Eighth,Nevada,Nevada,Anna
Male,84,1936,6,20,47,1936-6-20,Lang,Omaha,Park,Nebraska,Nebraska,Scott
Female,34,1986,5,29,84,1986-5-29,Long,Tampa,Fifth,Florida,Florida,Mary
Female,45,1975,7,23,10,1975-7-23,Barker,Spring Valley,Eighth,Nevada,Nevada,Karen
Female,62,1958,10,15,63,1958-10-15,Castillo,Fremont,Third,California,California,Nancy
Male,42,1978,7,7,12,1978-7-7,Warren,Pomona,Pine,California,California,Juan
Female,47,1973,4,13,46,1973-4-13,Freeman,Spring Valley,Third,Nevada,Nevada,Christine
Male,51,1969,11,3,79,1969-11-3,Hull,Bridgeport,Oak,Connecticut,Connecticut,Roy
Female,80,1940,9,24,90,1940-9-24,Ryan,St. Paul,Sixth,Minnesota,Minnesota,Angela
Male,77,1943,11,20,37,1943-11-20,Fuentes,New York City,Lake,New York,New York,Robert
Female,35,1985,12,22,58,1985-12-22,Mccall,Madison,Oak,Wisconsin,Wisconsin,Marie
Male,57,1963,11,30,26,1963-11-30,Gaines,Frisco,Eighth,Texas,Texas,Jose
Male,82,1938,3,5,56,1938-3-5,Wagner,Omaha,Cedar,Nebraska,Nebraska,Jack
Male,83,1937,11,11,60,1937-11-11,Hopkins,Fort Wayne,Lake,Indiana,Indiana,Ralph
Male,27,1993,11,11,61,1993-11-11,Ramirez,Birmingham,Seventh,Alabama,Alabama,Justin
Male,87,1933,1,19,10,1933-1-19,Lester,Portland,Seventh,Oregon,Oregon,Walter
Male,69,1951,6,12,52,1951-6-12,Powell,Vancouver,Second,Washington,Washington,Vincent
Male,43,1977,4,8,88,1977-4-8,Pearson,Shreveport,Pine,Louisiana,Louisiana,Gerald
Female,61,1959,5,31,80,1959-5-31,Walter,Oklahoma City,Cedar,Oklahoma,Oklahoma,Marilyn
Male,47,1973,2,9,92,1973-2-9,Waller,Pasadena,View,Texas,Texas,Arthur
Male,27,1993,11,25,91,1993-11-25,Gilmore,Modesto,Main,California,California,Bryan
Male,52,1968,1,24,13,1968-1-24,Barlow,Rochester,Second,New York,New York,Joshua
Female,88,1932,4,19,90,1932-4-19,Erickson,Mobile,Elm,Alabama,Alabama,Joyce
Male,24,1996,11,21,92,1996-11-21,Lawrence,Oakland,Main,California,California,Noah
Female,65,1955,3,2,92,1955-3-2,Hendrix,Seattle,Eighth,Washington,Washington,Pamela
Male,67,1953,4,4,19,1953-4-4,Steele,Paradise,Sixth,Nevada,Nevada,Timothy
Male,41,1979,4,15,91,1979-4-15,Jefferson,Fort Collins,Main,Colorado,Colorado,Joe
Male,72,1948,7,26,59,1948-7-26,Mcdowell,Fort Collins,Oak,Colorado,Colorado,Joe
Male,56,1964,12,20,18,1964-12-20,Ortiz,Boise,Third,Idaho,Idaho,Dylan
Female,43,1977,2,27,80,1977-2-27,Mosley,Greensboro,Maple,North Carolina,North Carolina,Margaret
Male,87,1933,3,1,97,1933-3-1,Patton,Naperville,Elm,Ohio,Illinois,Tyler
Male,78,1942,9,20,42,1942-9-20,Myers,Rancho Cucamonga,First,California,California,Louis
Female,45,1975,3,1,34,1975-3-1,Melendez,Oklahoma City,Lake,Oklahoma,Oklahoma,Julia
Male,40,1980,8,3,6,1980-8-3,Horne,Corpus Christi,Park,Texas,Texas,Jordan
Male,24,1996,3,6,82,1996-3-6,Colon,Roseville,Main,California,California,Jonathan
Male,39,1981,10,9,47,1981-10-9,Stevens,Winston-Salem,Oak,North Carolina,North Carolina,Eugene
Male,89,1931,6,29,35,1931-6-29,Duke,Laredo,Third,Texas,Texas,Jerry
Female,77,1943,10,31,28,1943-10-31,Pace,Richmond,Pine,Virginia,Virginia,Carolyn
Male,51,1969,4,1,81,1969-4-1,Oneill,Springfield,Third,Missouri,Missouri,Steven
Male,85,1935,2,28,98,1935-2-28,Barron,Fort Worth,First,Texas,Texas,Alexander
Female,51,1969,4,17,67,1969-4-17,Woodard,Port St. Lucie,Fifth,Florida,Florida,Carolyn
Male,28,1992,7,12,20,1992-7-12,Page,Cary,Ninth,North Carolina,North Carolina,Brian
Male,51,1969,8,29,62,1969-8-29,Finley,Yonkers,Ninth,New York,New York,Dylan
Female,70,1950,3,8,84,1950-3-8,Rodriquez,Moreno Valley,Sixth,California,California,Beverly
Male,78,1942,10,21,65,1942-10-21,Spence,Modesto,Lake,California,California,Jonathan
Female,70,1950,11,21,6,1950-11-21,Anderson,Corona,Main,California,California,Rose
Female,43,1977,2,8,94,1977-2-8,Jackson,Spring Valley,Maple,Nevada,Nevada,Isabella
Male,37,1983,6,30,35,1983-6-30,Jarvis,San Antonio,First,Texas,Texas,Joseph
Female,18,2002,10,5,96,2002-10-5,Roth,Cincinnati,Maple,Ohio,Ohio,Elizabeth
Male,87,1933,4,16,91,1933-4-16,Leach,Huntington Beach,Fifth,California,California,Jacob
Female,42,1978,11,18,2,1978-11-18,Joyner,Miramar,View,Florida,Florida,Evelyn
Female,33,1987,3,31,11,1987-3-31,Neal,Anchorage,Cedar,Alaska,Alaska,Cheryl
Male,32,1988,1,1,63,1988-1-1,Garrison,Grand Prairie,Washington,Iowa,Texas,Michael
Female,74,1946,10,21,57,1946-10-21,Pruitt,New York City,Maple,New York,New York,Catherine
Female,38,1982,5,27,34,1982-5-27,Carson,Frisco,View,Texas,Texas,Marie
Male,42,1978,12,6,27,1978-12-6,Adkins,Overland Park,View,Wyoming,Kansas,Kyle
Female,90,1930,5,23,73,1930-5-23,Bird,Chandler,Fifth,Arizona,Arizona,Emily
Male,29,1991,8,20,11,1991-8-20,Terry,Fremont,First,California,California,Jack
Female,67,1953,12,29,32,1953-12-29,Mcfadden,Kansas City,Main,Missouri,Missouri,Ruth
Male,36,1984,10,24,64,1984-10-24,Rosa,Springfield,Maple,Missouri,Missouri,Christopher
Male,19,2001,10,28,66,2001-10-28,Jacobson,Orlando,Elm,Florida,Florida,Russell
Female,22,1998,11,10,82,1998-11-10,Emerson,Tempe,Fourth,Arizona,Arizona,Kathryn
Female,71,1949,2,17,48,1949-2-17,Buckley,Glendale,First,Arizona,Arizona,Barbara
Male,75,1945,10,5,86,1945-10-5,Harper,Colorado Springs,Second,Colorado,Colorado,Adam
Female,65,1955,4,23,1,1955-4-23,Velasquez,Portland,Lake,Oregon,Oregon,Sharon
Female,86,1934,6,25,47,1934-6-25,Duran,Birmingham,Maple,Alabama,Alabama,Lisa
Female,88,1932,9,3,38,1932-9-3,Bell,Baltimore,Elm,Maryland,Maryland,Michelle
Male,45,1975,12,28,90,1975-12-28,Barton,Little Rock,Fifth,Wisconsin,Arkansas,Vincent
Male,29,1991,9,8,8,1991-9-8,Montgomery,Escondido,Elm,California,California,George
Female,36,1984,12,25,41,1984-12-25,Rich,Eugene,Fifth,Oregon,Oregon,Julia
Female,87,1933,6,20,31,1933-6-20,Ferguson,Milwaukee,Hill,Wisconsin,Wisconsin,Charlotte
Female,84,1936,11,23,74,1936-11-23,Becker,Joliet,Fifth,Illinois,Illinois,Ruth
Female,32,1988,7,7,84,1988-7-7,Harris,Clarksville,Second,Tennessee,Tennessee,Alexis
Male,29,1991,5,23,57,1991-5-23,Moore,San Jose,Pine,California,California,Robert
Female,85,1935,7,20,46,1935-7-20,Cherry,Tempe,Ninth,Arizona,Arizona,Charlotte
Male,75,1945,9,18,39,1945-9-18,Wong,Albuquerque,Pine,New Mexico,New Mexico,John
Female,69,1951,6,5,19,1951-6-5,Ward,Metairie,Hill,Louisiana,Louisiana,Melissa
Female,22,1998,10,12,39,1998-10-12,Hardin,Columbus,Lake,Ohio,Ohio,Grace
Male,23,1997,10,7,20,1997-10-7,Mccullough,St. Louis,First,Missouri,Missouri,Peter
Male,82,1938,4,25,28,1938-4-25,Jackson,Newark,Park,New Jersey,New Jersey,Juan
Male,60,1960,9,17,55,1960-9-17,Ellison,Fort Wayne,Maple,Indiana,Indiana,Wayne
Male,90,1930,6,5,23,1930-6-5,Townsend,Sioux Falls,Fourth,South Dakota,South Dakota,Bobby
Male,44,1976,2,28,57,1976-2-28,French,Paterson,Ninth,New Jersey,New Jersey,Kenneth
Female,62,1958,10,13,99,1958-10-13,Rose,Miami,Main,Florida,Florida,Nancy
Male,57,1963,12,22,54,1963-12-22,Brady,Sacramento,Fourth,California,California,Matthew
Male,48,1972,11,27,22,1972-11-27,Welch,Boise,Cedar,Idaho,Idaho,Jerry
Male,77,1943,1,7,81,1943-1-7,Thomas,Denver,Maple,Colorado,Colorado,Nicholas
Female,33,1987,9,3,60,1987-9-3,Contreras,Montgomery,Maple,Alabama,Alabama,Julia
Female,90,1930,7,30,91,1930-7-30,Snider,Boise,Cedar,Idaho,Idaho,Lisa
Male,78,1942,6,28,31,1942-6-28,Jefferson,Joliet,Maple,Illinois,Illinois,Jacob
Male,24,1996,7,30,42,1996-7-30,Mccall,Port St. Lucie,Park,Florida,Florida,Jeremy
Female,89,1931,6,30,30,1931-6-30,Vang,Wichita,Second,Kansas,Kansas,Judy
Female,78,1942,6,19,36,1942-6-19,Luna,Winston-Salem,Pine,North Carolina,North Carolina,Diane
Male,55,1965,12,7,85,1965-12-7,Shepherd,Tucson,Park,Rhode Island,Arizona,Christian
Male,21,1999,1,31,25,1999-1-31,Rush,Metairie,Park,Louisiana,Louisiana,Dylan
Male,51,1969,5,25,49,1969-5-25,Harrison,Rochester,Ninth,New York,New York,Carl
Female,20,2000,6,20,52,2000-6-20,Mcclain,San Francisco,Washington,California,California,Mary
Male,35,1985,5,12,24,1985-5-12,Travis,Minneapolis,View,Minnesota,Minnesota,Anthony
Female,68,1952,5,11,79,1952-5-11,Witt,St. Paul,Sixth,Minnesota,Minnesota,Donna
Male,57,1963,11,18,7,1963-11-18,Shields,Buffalo,Sixth,New York,New York,Andrew
Female,41,1979,6,7,5,1979-6-7,Clemons,Scottsdale,Eighth,Arizona,Arizona,Denise
